Company,TypeName,OpSys,Width,Heigth,IsTouchscreen,CpuProducer,CpuSpeed (GHz),HDD,Hybrid,SSD,Flash Storage,GpuProducer,Ram (GB),Weight (kg),Price_euros
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,4.3,1799.0
Asus,Notebook,Windows 10,1366,768,No,AMD,3.0,1024,0,0,0,AMD,4,1.68,469.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.8,0,0,512,0,Intel,8,1.37,1849.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,4,3.0,702.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,8,1.41,949.0
HP,Notebook,Windows 10,1366,768,No,AMD,2.5,0,0,128,0,AMD,8,1.91,445.9
HP,Notebook,Windows 10,1920,1080,No,Intel,1.8,1024,0,0,0,Nvidia,16,2.9,1059.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,512,0,Nvidia,16,4.14,2499.0
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.8,0,0,512,0,Nvidia,8,2.0,1699.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,1024,0,128,0,AMD,8,2.8,1142.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.0,0,0,256,0,Intel,4,2.2,444.0
HP,Notebook,Windows 10,1920,1080,No,Intel,1.6,500,0,0,0,Intel,4,2.1,722.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,4,2.18,657.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,AMD,8,2.24,565.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.6,0,0,256,0,Intel,8,2.67,799.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.8,0,0,1024,0,Intel,8,1.1,1499.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,4,2.2,467.0
HP,Notebook,Windows 10,1920,1080,No,Intel,1.8,1024,0,0,0,Nvidia,8,2.5,1018.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,Intel,8,2.05,880.0
Apple,Ultrabook,macOS,2560,1600,No,Intel,2.9,0,0,512,0,Intel,8,1.37,1958.9
Asus,Gaming,Windows 10,1920,1080,No,AMD,3.0,1024,0,256,0,AMD,16,3.2,1549.0
Dell,Notebook,Linux,1920,1080,No,Intel,1.8,0,0,256,0,AMD,8,2.14,735.07
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,Yes,Intel,2.6,0,0,512,0,Intel,16,1.36,2499.0
Toshiba,Notebook,Windows 10,1366,768,No,Intel,2.5,500,0,0,0,Nvidia,8,2.2,812.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.7,1024,0,0,0,Intel,12,2.3,713.07
Dell,Notebook,Linux,1920,1080,No,Intel,1.8,1024,0,128,0,AMD,8,2.8,1099.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,1.8,1024,0,0,0,Nvidia,8,2.2,745.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.0,1024,0,0,0,Intel,4,2.8,489.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,1.8,2048,0,0,0,Nvidia,8,2.8,849.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.7,1024,0,128,0,Nvidia,6,2.8,859.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.0,1024,0,0,0,AMD,4,2.25,428.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.5,829.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,6,2.2,579.0
Acer,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,Nvidia,8,3.0,951.0
Acer,Notebook,Windows 10,1920,1080,Yes,Intel,2.7,1024,0,0,0,Intel,12,2.15,659.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.95,1097.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,1.7,977.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.5,1179.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,2.2,659.01
Acer,Notebook,Chrome OS,1366,768,No,Intel,1.5,0,0,16,0,Intel,2,2.19,199.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,3.0,1187.0
HP,Notebook,Windows 10,1600,900,No,Intel,2.0,1024,0,0,0,Intel,8,2.54,489.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.0,1829.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,8,2.05,739.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,3.2,1299.0
Acer,Notebook,Linux,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.5,979.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.9,0,0,256,0,Nvidia,16,3.42,2884.86
Lenovo,Notebook,Windows 10,1920,1080,No,AMD,2.4,1024,0,0,0,AMD,6,2.4,499.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Nvidia,16,1.63,1468.0
Asus,Notebook,Windows 10,1366,768,No,Intel,2.4,0,0,128,0,Intel,4,1.3,509.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.9,2122.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.5,1024,0,0,0,Nvidia,6,2.8,649.0
Lenovo,Notebook,No OS,1366,768,No,Intel,2.5,2048,0,0,0,Nvidia,8,2.2,549.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.5,1265.0
Lenovo,Notebook,No OS,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.2,359.99
HP,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.8,0,0,256,0,Intel,16,1.28,1975.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.2,1043.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.3,819.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,Intel,4,1.86,469.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.1,999.0
Dell,Ultrabook,Windows 10,3840,2160,Yes,Intel,1.8,0,0,1024,0,Intel,16,1.21,2499.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.8,2099.0
Acer,Notebook,Windows 10,1920,1080,No,AMD,2.2,0,0,256,0,AMD,8,2.23,469.0
Asus,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,1.1,0,0,0,32,Intel,2,1.1,275.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,128,0,AMD,8,2.33,844.0
HP,2 in 1 Convertible,Windows 10,3840,2160,Yes,Intel,1.8,0,0,1024,0,Intel,16,1.29,2449.0
Lenovo,Notebook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,16,Intel,4,1.45,459.9
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.95,980.0
Acer,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,128,Intel,4,1.4,485.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.48,1292.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.5,1024,0,0,0,Nvidia,4,2.79,589.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,2.0,1094.0
HP,Notebook,Windows 10,1366,768,No,Intel,1.8,1024,0,0,0,Intel,8,2.1,902.0
Acer,Notebook,Windows 10,1366,768,No,AMD,2.7,0,0,256,0,AMD,8,2.2,659.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,4,1.44,292.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Intel,6,2.23,549.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,1.7,1049.9
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.26,1335.0
Dell,Notebook,Windows 10,3840,2160,Yes,Intel,2.8,0,0,1024,0,Nvidia,32,2.06,2639.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,8,2.7,1199.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.0,943.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,256,0,Intel,8,2.0,1334.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,Intel,4,1.85,449.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.5,999.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.48,1268.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.6,1024,0,128,0,Nvidia,8,1.9,1049.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.84,1144.0
Asus,Notebook,Linux,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.0,274.99
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Nvidia,8,2.0,1142.75
Dell,Notebook,Linux,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.2,274.9
Lenovo,Notebook,Windows 10,1920,1080,No,AMD,3.6,2048,0,0,0,AMD,12,2.2,899.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.4,1024,0,0,0,Nvidia,8,2.1,716.0
Lenovo,2 in 1 Convertible,Windows 10,3840,2160,Yes,Intel,1.8,0,0,512,0,Intel,16,1.4,2099.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,Intel,8,1.2,1579.0
Lenovo,Gaming,Windows 10,1920,1080,No,Intel,2.8,2048,0,256,0,Nvidia,16,2.4,1129.0
HP,Notebook,Windows 10,1366,768,No,Intel,1.6,0,0,0,32,Intel,2,1.44,279.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.9,0,0,768,0,Intel,16,1.88,1607.96
Asus,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,1.1,0,0,0,32,Intel,4,1.5,375.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,1.6,1024,0,0,0,AMD,8,1.9,663.0
Dell,Notebook,Windows 10,3840,2160,Yes,Intel,2.8,0,0,512,0,Nvidia,16,2.06,2027.42
HP,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.84,1304.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.7,1409.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.6,1738.27
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,512,0,Nvidia,16,2.4,1403.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,2048,0,128,0,AMD,8,2.02,970.9
Lenovo,Notebook,No OS,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.2,321.99
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Nvidia,8,2.65,999.0
Dell,Notebook,Windows 10,1366,768,Yes,Intel,2.5,2048,0,0,0,Intel,8,2.36,557.37
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.6,0,0,256,0,Intel,8,1.36,1427.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Intel,4,1.86,439.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.0,945.0
Lenovo,Notebook,Windows 10,1600,900,No,Intel,2.5,1024,0,128,0,Nvidia,6,2.8,719.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,1.86,639.0
Lenovo,Notebook,No OS,1366,768,No,Intel,2.0,0,0,256,0,Nvidia,8,2.2,499.0
HP,Notebook,Windows 10,1366,768,No,Intel,1.6,2048,0,0,0,Intel,8,2.04,389.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,128,0,AMD,8,2.8,1085.0
Lenovo,Gaming,No OS,1920,1080,No,Intel,2.5,1024,0,128,0,Nvidia,8,2.4,809.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,AMD,8,2.33,899.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.36,1750.0
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.7,2048,0,512,0,Nvidia,12,2.26,1099.0
Acer,Notebook,Windows 10,1366,768,No,AMD,3.0,0,0,128,0,AMD,4,2.1,426.0
Asus,Gaming,Windows 10,1920,1080,No,AMD,3.0,1024,0,256,0,AMD,16,3.25,2199.0
Lenovo,Notebook,Windows 10,1600,900,No,AMD,2.2,0,0,128,0,AMD,4,2.6,489.0
Dell,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.8,0,0,256,0,Intel,8,1.62,869.01
HP,Notebook,Windows 10,1920,1080,No,AMD,3.0,0,0,256,0,AMD,4,1.91,488.99
Lenovo,Netbook,Windows 10,1366,768,No,Intel,1.1,0,0,128,0,Intel,4,1.59,553.0
Dell,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,1.8,309.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,4,1.5,286.0
Acer,Notebook,Linux,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,2.4,846.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,3.35,1191.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.0,0,0,128,0,Intel,4,1.85,403.5
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.3,1655.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,1.5,1099.0
Asus,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,16,1.1,1748.9
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.7,0,0,512,0,Intel,8,1.13,2282.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,128,0,Intel,4,1.5,549.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.6,500,0,0,0,AMD,8,2.23,1369.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,8,2.0,2135.0
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,Yes,Intel,2.7,0,0,512,0,Intel,16,1.42,2509.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,8,3.0,1039.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,3.0,1591.0
Acer,Notebook,Windows 10,1366,768,No,Intel,1.6,1024,0,0,0,Nvidia,12,2.2,693.99
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.7,1349.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.7,0,0,256,0,AMD,8,2.33,778.87
HP,Ultrabook,Windows 10,1920,1080,No,AMD,3.0,0,0,256,0,AMD,4,1.91,499.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,AMD,8,2.1,1229.56
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.9,938.0
Dell,Workstation,Windows 10,3840,2160,Yes,Intel,2.8,0,0,256,0,Nvidia,8,1.78,2712.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.7,0,0,1024,0,Intel,16,1.13,2625.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,1024,0,0,0,Intel,4,2.2,306.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.9,1529.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,256,0,AMD,8,2.1,1144.5
Acer,Notebook,Linux,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,2.5,879.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,16,2.8,2249.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,8,1.1,1873.0
Toshiba,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,512,0,Intel,16,1.2,1747.0
Dell,Ultrabook,Windows 10,1920,1080,No,Intel,2.8,0,0,512,0,Intel,8,1.36,1680.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.0,500,0,0,0,Intel,4,2.2,409.0
Lenovo,Notebook,Windows 10,1366,768,No,Intel,1.1,0,0,0,32,Intel,2,1.15,304.45
Lenovo,Workstation,Windows 10,1920,1080,No,Intel,2.8,0,0,512,0,Nvidia,8,2.67,1925.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.8,0,0,512,0,Nvidia,8,1.7,1943.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,AMD,4,2.1,469.0
Acer,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.6,789.01
Asus,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,2.5,0,0,256,0,Intel,8,1.27,928.0
Dell,Notebook,Linux,1920,1080,No,Intel,2.5,0,0,256,0,AMD,4,2.3,598.9
Dell,Notebook,Windows 10,1366,768,No,Intel,2.0,0,0,128,0,Intel,4,1.65,689.0
HP,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.43,1500.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.5,1024,0,0,0,Intel,8,2.14,539.95
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,AMD,8,1.75,1215.38
Lenovo,2 in 1 Convertible,Windows 10,3840,2160,Yes,Intel,2.8,0,0,512,0,Nvidia,16,2.0,1899.0
Other,Notebook,Windows 10,2736,1824,No,Intel,1.1,0,0,0,64,Intel,6,1.4,449.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.9,0,0,256,0,Intel,8,2.31,1427.0
Asus,Notebook,Linux,1920,1080,No,Intel,2.4,1024,0,0,0,Nvidia,8,2.3,597.0
Dell,Gaming,Windows 10,2560,1440,No,Intel,2.9,1024,0,256,0,Nvidia,16,4.42,2799.0
Dell,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.62,1159.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,2048,0,256,0,AMD,8,2.02,1142.4
Dell,Ultrabook,Linux,1920,1080,No,Intel,2.8,0,0,256,0,Intel,8,1.6,1099.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,256,0,Nvidia,12,3.35,1999.0
Other,2 in 1 Convertible,Windows 10,1920,1080,Yes,Intel,1.1,0,0,32,0,Intel,4,1.16,299.0
Other,Netbook,Chrome OS,1366,768,No,Intel,1.6,0,0,0,16,Intel,4,1.15,269.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Intel,8,1.4,1010.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.7,0,0,128,0,Intel,4,1.7,599.0
Lenovo,Workstation,Windows 10,3840,2160,No,Intel,2.8,0,0,512,0,Nvidia,16,2.3,2445.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.9,0,0,512,0,Nvidia,16,2.5,2449.0
Asus,Gaming,Windows 10,1920,1080,No,AMD,3.2,1024,0,256,0,AMD,8,3.2,1695.0
HP,Notebook,Windows 10,1366,768,No,Intel,1.6,500,0,0,0,Intel,4,2.1,347.0
Other,Ultrabook,Chrome OS,2400,1600,Yes,Intel,1.3,0,0,512,0,Intel,16,1.1,2199.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.7,0,0,512,0,Intel,24,1.32,2382.0
Asus,Notebook,Linux,1920,1080,No,Intel,2.5,0,0,256,0,Intel,4,2.0,559.0
Lenovo,Notebook,Windows 10,1600,900,No,AMD,2.5,1024,0,0,0,AMD,8,2.8,519.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,AMD,4,2.2,749.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.36,1429.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.1,0,0,128,0,Intel,4,2.2,349.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,2.2,1099.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,1.64,1179.0
Acer,Notebook,Linux,1366,768,No,Intel,2.5,500,0,0,0,Intel,4,2.4,441.8
Dell,Workstation,Windows 10,1920,1080,No,Intel,3.0,1024,0,0,64,Nvidia,8,2.23,1993.0
MSI,Gaming,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.2,1027.74
Other,Ultrabook,Other,2256,1504,Yes,Intel,2.5,0,0,512,0,Intel,16,1.25,2589.0
HP,Notebook,Windows 10,1366,768,No,Intel,2.5,0,0,128,0,Intel,8,1.91,589.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.7,0,0,256,0,Nvidia,16,2.17,1975.0
HP,Workstation,Windows 10,1920,1080,No,Intel,2.9,0,0,512,0,Intel,8,2.31,1534.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.65,1345.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,1024,0,128,0,AMD,8,2.36,979.0
Dell,2 in 1 Convertible,Windows 10,1366,768,Yes,Intel,1.6,500,0,0,0,Intel,4,1.47,479.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.7,1024,0,0,0,Nvidia,8,4.42,2046.0
Other,Ultrabook,Other,2256,1504,Yes,Intel,2.2,0,0,128,0,Intel,4,1.252,989.0
Other,Ultrabook,Other,2256,1504,Yes,Intel,2.5,0,0,256,0,Intel,8,1.25,1799.0
HP,Notebook,Windows 10,1600,900,No,Intel,2.0,0,0,256,0,Intel,8,2.5,639.9
Acer,Notebook,Windows 10,1920,1080,No,Intel,2.0,1024,0,0,0,Nvidia,4,2.23,544.0
Acer,Netbook,Windows 10,1366,768,No,Intel,1.6,0,0,128,0,Intel,4,1.4,435.0
Asus,Notebook,Windows 10,1920,1080,No,Intel,2.5,1024,0,0,0,Intel,8,2.37,749.0
Lenovo,Notebook,No OS,1920,1080,No,Intel,2.7,0,0,512,0,AMD,8,1.5,799.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.9,0,0,256,0,Nvidia,8,2.67,2090.0
Asus,Notebook,Windows 10,1366,768,No,Intel,1.1,500,0,0,0,Intel,4,2.0,304.0
Acer,Notebook,Windows 10,1366,768,No,Intel,2.0,500,0,0,0,Nvidia,4,2.2,469.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,2048,0,0,0,AMD,8,2.02,759.0
HP,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,0,0,Nvidia,12,3.78,1699.0
Lenovo,Ultrabook,Windows 10,2560,1440,No,Intel,2.6,0,0,256,0,Intel,12,1.4,1858.0
HP,2 in 1 Convertible,Windows 10,3840,2160,Yes,Intel,1.8,0,0,512,0,Intel,8,1.29,1999.0
HP,Notebook,Windows 10,1920,1080,No,Intel,2.5,500,0,0,0,AMD,8,1.9,1154.0
Other,Ultrabook,Chrome OS,2400,1600,Yes,Intel,1.2,0,0,128,0,Intel,8,1.1,1275.0
Dell,Ultrabook,Windows 10,1920,1080,Yes,Intel,1.6,0,0,256,0,Intel,8,1.42,1841.85
Asus,Notebook,Windows 10,3840,2160,No,Intel,2.6,1024,0,128,0,Intel,12,2.06,1299.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.3,0,0,128,0,Intel,8,1.79,740.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.8,0,0,256,0,Nvidia,8,1.78,2408.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,180,0,Intel,8,1.7,1364.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.6,1024,0,0,0,AMD,8,2.2,675.0
Toshiba,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,1.05,1672.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,512,0,Nvidia,8,2.16,1262.0
Dell,Notebook,Windows 10,1366,768,No,Intel,2.4,1024,0,0,0,Intel,4,2.18,586.6
HP,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,128,0,Intel,4,1.49,726.0
Other,Notebook,Windows 10,1920,1080,No,Intel,1.44,0,0,0,64,Intel,4,1.89,248.9
Lenovo,Notebook,Windows 10,1366,768,No,Intel,2.0,0,0,128,0,Intel,4,2.3,565.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.6,0,0,256,0,Intel,8,1.75,1049.0
Dell,Workstation,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Nvidia,16,2.17,2338.0
Dell,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,512,0,Nvidia,16,2.06,1899.0
Lenovo,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,16,1.36,1798.0
Asus,Ultrabook,Windows 10,1920,1080,No,Intel,2.7,0,0,512,0,Intel,16,0.91,1950.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Nvidia,8,2.3,1011.99
Toshiba,Ultrabook,Windows 10,1920,1080,Yes,Intel,2.7,0,0,512,0,Intel,32,1.05,2799.0
Asus,Gaming,Windows 10,1920,1080,No,Intel,2.8,1024,0,128,0,Nvidia,8,1.99,1350.0
Acer,Notebook,Windows 10,1366,768,No,AMD,2.5,1024,0,0,0,AMD,8,2.2,579.0
Asus,Gaming,Windows 10,1920,1080,Yes,Intel,2.6,1024,0,256,0,Nvidia,24,4.33,1269.0
Lenovo,Ultrabook,Windows 10,1366,768,No,Intel,2.3,0,0,180,0,Intel,8,1.3,1099.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,1.8,0,0,256,0,Intel,8,2.17,898.9
HP,Notebook,Windows 10,1920,1080,No,Intel,2.8,0,0,1024,0,Intel,8,1.48,1749.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.4,0,0,256,0,Intel,8,1.4,949.0
Lenovo,Notebook,Windows 10,1920,1080,No,Intel,2.5,0,0,256,0,Intel,8,2.3,911.0
Asus,Netbook,Other,1366,768,No,Intel,1.1,0,0,0,64,Intel,4,1.2,340.0
